,dependency,repo,dependencyType,monthsFromAbandonmentToRemoval,depAbandonedAt,abandonmentTypeBinary,statusEver,repoAgeAtAbandonment,totalNumDependencies,numNormalDeps,numDevDeps,totalDependencyChurn,repoSize,numCommits,numMaintainers,numCorporateCommits,useDepManagementTools,hasCoC,hasContributing,hasLicense,hasIssueTemplate,hasPRTemplate,hasREADME,numREADMEHeaders,avgTechnicalLagDays,medianTechnicalLagDays,hasTechnicalLag,numIssuesOpened,numIssuesClosed,latestCommit,numStarsCurrent
722,request,zhang2333/light-crawler,dependency,NA,2/1/20,explicit-notice,0,51,7,5,2,0,108,0,0,0,0,0,0,1,0,0,1,9,698,746.5,1,0,0,10/1/20,75
683,request,zhangshiyou/wkhtmltopdf,dependency,NA,2/1/20,explicit-notice,0,5,23,18,5,23,18984,19,1,0,0,0,0,0,0,0,1,1,109.1363636,0,1,0,0,4/1/20,0
361,jest-environment-jsdom-fourteen,ZhenKasp/burger-app,dependency,NA,11/1/20,explicit-notice,0,2,59,59,0,62,1440,13,3,0,0,0,0,0,0,0,1,12,254.0178571,239.5,1,0,0,1/1/21,0
359,jest-environment-jsdom-fourteen,zhouxiaona/business_h5_demo,dependency,NA,11/1/20,explicit-notice,0,5,91,82,9,105,1412,21,1,0,0,0,0,0,0,0,1,0,365.7142857,438,1,0,0,11/1/22,0
34,@angularclass/conventions-loader,zhubaitian/XiaoHuangShuPlatform,dependency,NA,8/1/17,activity-based,0,1,124,48,76,128,22864,2,2,0,0,0,1,1,0,0,1,1,112.1785714,113,1,0,0,6/1/19,1
582,react-navigation-tabs,zhuzhuxingtianxia/rn01,dependency,NA,2/1/20,explicit-notice,0,2,21,13,8,24,3992,14,1,0,0,0,0,0,0,0,1,15,51.05263158,0,1,0,0,4/1/21,1
492,opencollective,zimmerman-team/UNESCO-CMS,dependency,NA,9/1/18,activity-based,0,3,4,1,3,67,15844,30,5,0,0,0,1,1,0,0,1,10,177.6666667,245,1,0,0,10/1/19,1
404,fs-promise,zlsa/host.zlsadesign.com,dependency,NA,5/1/17,explicit-notice,0,6,13,13,0,17,208,20,1,0,0,0,0,0,0,0,0,-1,13.33333333,0,1,0,0,12/1/19,0
798,co,zorro-del-caribe/ship-hold-migration,dependency,15,1/1/17,activity-based,1,3,6,4,2,6,96,11,1,0,0,0,0,1,0,0,1,13,0,0,0,0,0,4/1/18,0
864,extract-text-webpack-plugin,zulucoda/react-tunes-player,devDependency,3,5/1/19,explicit-notice,1,22,65,7,58,15,7036,14,1,0,0,0,0,1,0,0,1,18,373.4375,312.5,1,0,0,6/1/22,3
547,prettyjson,zurb/foundation-sites,devDependency,NA,4/1/17,activity-based,0,40,69,0,66,87,8568,1845,17,1,0,0,1,1,1,1,1,5,22.27272727,0,1,699,485,8/1/23,29539
829,eslint-loader,zx88cvb/react-magicode,dependency,NA,9/1/20,explicit-notice,0,8,76,76,0,83,1296,68,1,0,0,0,0,0,0,0,1,12,180.2916667,189,1,0,0,11/1/20,1
453,dynamics.js,zya/map,dependency,NA,4/1/17,activity-based,0,12,21,17,4,25,11204,136,1,0,0,0,0,0,0,0,0,-1,47.52631579,0,1,0,0,1/1/18,29
